open_time,open,high,low,close,volume,close_time,qav,num_trades,taker_base_vol,taker_quote_vol,ignore
1651363200000,377.10000000,391.40000000,375.50000000,389.90000000,564144.67300000,1651449599999,216874708.71500000,285078,280692.67500000,107936479.16820000,0
1651449600000,389.90000000,392.60000000,382.10000000,389.50000000,454918.11200000,1651535999999,176653828.66660000,242777,235079.61900000,91309022.81120000,0
1651536000000,389.50000000,392.30000000,379.80000000,383.90000000,388317.42000000,1651622399999,150137733.52870000,213156,195560.34300000,75628380.29580000,0
1651622400000,383.90000000,403.10000000,382.70000000,402.60000000,599066.68200000,1651708799999,235145614.89090000,290822,316097.48300000,124075722.14980000,0
1651708800000,402.60000000,413.60000000,370.70000000,378.40000000,1224114.51200000,1651795199999,480461812.51410000,535227,604361.76800000,237456908.88880000,0
1651795200000,378.50000000,383.30000000,370.60000000,379.10000000,702441.41900000,1651881599999,265287421.94140000,322398,355770.68800000,134356330.32650000,0
1651881600000,379.10000000,380.60000000,360.10000000,365.50000000,554852.53100000,1651967999999,207175988.65360000,265003,255703.78900000,95472635.97800000,0
1651968000000,365.50000000,367.00000000,349.50000000,355.90000000,785184.08700000,1652054399999,280783573.41530000,311749,367939.26400000,131568845.25260000,0
1652054400000,355.90000000,359.30000000,295.40000000,296.10000000,2137566.87020000,1652140799999,689731241.24478500,691845,1049804.04000000,339070962.92553000,0
1652140800000,296.10000000,332.80000000,289.00000000,319.10000000,2160654.17540000,1652227199999,681797899.10779800,770073,1058434.73500000,333845499.65890000,0
1652227200000,319.10000000,323.00000000,260.80000000,271.50000000,3387753.98260000,1652313599999,994453854.05259100,1310616,1663800.44960000,488499968.93179000,0
1652313600000,271.40000000,285.00000000,218.80000000,269.00000000,4499625.60330000,1652399999999,1160044030.81745800,1678892,2192767.96570000,566248059.64429000,0
1652400000000,269.00000000,313.50000000,265.40000000,290.60000000,1912387.36100000,1652486399999,570629505.73500000,777961,972518.56600000,289992223.58290000,0
1652486400000,290.70000000,299.50000000,272.10000000,296.90000000,1092874.02300000,1652572799999,313368698.11980000,518046,556608.94800000,159620134.91040000,0
1652572800000,296.90000000,312.60000000,285.70000000,312.40000000,774709.23100000,1652659199999,231142840.19010000,392238,389103.50600000,116104553.42090000,0
1652659200000,312.40000000,312.50000000,290.30000000,297.20000000,967622.83400000,1652745599999,288647095.56970000,416224,484101.38700000,144389234.98690000,0
1652745600000,297.30000000,310.70000000,295.80000000,306.20000000,702265.60700000,1652831999999,213433635.73000000,340424,347041.05700000,105444987.79640000,0
1652832000000,306.20000000,308.60000000,286.80000000,287.70000000,731091.09100000,1652918399999,217141792.47760000,327144,361142.33000000,107330288.04320000,0
1652918400000,287.80000000,308.90000000,286.80000000,307.10000000,685238.84400000,1653004799999,205598123.89960000,352294,346082.62700000,103884240.36500000,0
1653004800000,307.10000000,316.10000000,294.10000000,302.20000000,918118.17700000,1653091199999,281005765.15260000,374986,464156.39600000,141978227.02170000,0
1653091200000,302.30000000,314.20000000,299.30000000,312.40000000,470778.48300000,1653177599999,144965150.05490000,233370,230272.19500000,70901802.10930000,0
1653177600000,312.50000000,323.70000000,311.50000000,319.40000000,640675.57300000,1653263999999,203402231.02680000,264728,325208.81200000,103255997.68520000,0
1653264000000,319.30000000,337.00000000,315.30000000,317.20000000,1016212.87100000,1653350399999,332787923.22110000,403707,509179.98100000,166761026.47650000,0
1653350400000,317.10000000,330.40000000,312.10000000,328.30000000,1087140.69800000,1653436799999,350658423.56600000,360566,537662.60400000,173422460.38280000,0
1653436800000,328.30000000,337.90000000,324.00000000,325.70000000,1057736.75500000,1653523199999,348647272.35310000,324800,530208.97700000,174746230.11030000,0
1653523200000,325.70000000,331.80000000,296.70000000,303.00000000,1539437.59800000,1653609599999,482675425.18620000,472567,747810.22100000,234494191.20530000,0
1653609600000,303.00000000,309.80000000,290.60000000,301.60000000,1460549.00800000,1653695999999,439011128.04860000,485013,713409.44800000,214453050.01090000,0
1653696000000,301.50000000,310.50000000,296.90000000,307.50000000,601654.50400000,1653782399999,182686636.39400000,238331,298145.65700000,90552519.26080000,0
1653782400000,307.60000000,308.20000000,298.60000000,305.80000000,519507.74700000,1653868799999,157551407.34380000,223923,260088.83800000,78883001.37720000,0
1653868800000,305.90000000,324.00000000,303.90000000,321.80000000,1006928.23100000,1653955199999,318483358.17240000,359039,521569.37200000,164970707.87020000,0
1653955200000,321.80000000,324.80000000,313.50000000,320.90000000,701746.39000000,1654041599999,224420165.56090000,351755,348392.68600000,111439808.47670000,0
1654041600000,321.00000000,324.50000000,297.60000000,300.40000000,817984.60900000,1654127999999,254597660.74540000,352811,399937.20800000,124452671.44380000,0
1654128000000,300.50000000,309.20000000,298.20000000,308.30000000,477670.40000000,1654214399999,144758528.49280000,245840,239176.98900000,72491925.92850000,0
1654214400000,308.40000000,310.30000000,293.30000000,298.60000000,468996.67700000,1654300799999,140826605.15820000,240420,230771.49200000,69269731.24350000,0
1654300800000,298.60000000,302.90000000,294.80000000,301.30000000,293533.10800000,1654387199999,87900097.34290000,170227,151480.09500000,45365466.31850000,0
1654387200000,301.40000000,302.50000000,295.00000000,299.10000000,269695.90100000,1654473599999,80515666.71290000,172367,134680.71500000,40214711.48240000,0
1654473600000,299.10000000,312.30000000,288.00000000,295.10000000,758590.86000000,1654559999999,229336066.15040000,357412,373799.03200000,113119808.01660000,0
1654560000000,295.10000000,295.90000000,273.50000000,290.30000000,969784.61900000,1654646399999,276622300.08330000,415694,473595.14000000,135155330.35180000,0
1654646400000,290.30000000,294.60000000,283.90000000,288.50000000,509510.45500000,1654732799999,147774213.83020000,267476,264647.47100000,76767359.44640000,0
1654732800000,288.50000000,293.40000000,286.30000000,289.90000000,335495.07300000,1654819199999,97246541.13660000,191304,180648.99700000,52363493.54020000,0
1654819200000,289.90000000,298.90000000,283.20000000,286.40000000,817523.36400000,1654905599999,236828890.89880000,339014,428427.93600000,124191348.81070000,0
1654905600000,286.40000000,290.60000000,265.20000000,269.90000000,584351.45600000,1654991999999,161677600.77920000,269404,282490.70200000,78108324.82100000,0
1654992000000,269.90000000,272.00000000,251.10000000,254.80000000,827755.03500000,1655078399999,215061279.49010000,344673,401769.92200000,104428494.91210000,0
1655078400000,254.80000000,257.80000000,213.20000000,223.00000000,2377589.40890000,1655164799999,546805495.73361300,738817,1158626.71440000,266643449.16123000,0
1655164800000,222.90000000,231.40000000,204.10000000,223.00000000,1922025.08440000,1655251199999,422925306.56543360,587234,954336.20710000,210152823.37454000,0
1655251200000,223.10000000,234.70000000,198.40000000,233.60000000,2105397.55150000,1655337599999,448547539.31953640,667284,1042847.42200000,222543475.57240000,0
1655337600000,233.60000000,237.20000000,207.70000000,210.20000000,975592.87300000,1655423999999,214986177.64970000,356855,476983.00200000,105063970.16620000,0
1655424000000,210.30000000,222.10000000,207.70000000,215.80000000,690834.30800000,1655510399999,149392114.50600000,249702,349047.83000000,75507206.03310000,0
1655510400000,215.80000000,219.00000000,183.40000000,197.00000000,1404690.49590000,1655596799999,279072472.25676900,457262,668746.69000000,132878870.46450000,0
1655596800000,197.00000000,217.00000000,189.70000000,215.10000000,1102166.17100000,1655683199999,224920974.61150000,354926,569294.16700000,116236550.82080000,0
1655683200000,215.10000000,219.80000000,204.80000000,216.50000000,880400.84400000,1655769599999,187322962.28610000,315623,437645.95700000,93089774.71580000,0
1655769600000,216.50000000,228.40000000,213.10000000,220.10000000,829003.56500000,1655855999999,183872676.73580000,302528,436736.13800000,96923457.79830000,0
1655856000000,220.20000000,221.00000000,211.20000000,214.40000000,690466.46500000,1655942399999,149052138.75770000,251238,349225.64200000,75374483.49440000,0
1655942400000,214.40000000,231.70000000,214.00000000,228.90000000,783796.95200000,1656028799999,175743668.56060000,299259,415136.14300000,93146096.33100000,0
1656028800000,229.00000000,243.30000000,228.30000000,240.20000000,707275.38700000,1656115199999,166839422.15640000,313643,361206.92800000,85202384.17110000,0
1656115200000,240.30000000,242.10000000,229.70000000,239.70000000,490948.31000000,1656201599999,116387757.59030000,238844,243254.48100000,57694557.17030000,0
1656201600000,239.70000000,245.20000000,233.20000000,233.90000000,456762.54700000,1656287999999,109213172.71130000,231565,228341.53100000,54625539.93650000,0
1656288000000,234.00000000,241.00000000,230.00000000,233.80000000,483616.79800000,1656374399999,113847391.76890000,224326,243099.51300000,57244635.86790000,0
1656374400000,233.90000000,242.80000000,225.90000000,226.90000000,632626.77900000,1656460799999,149006957.87040000,295208,325512.67200000,76739636.23220000,0
1656460800000,227.00000000,229.80000000,215.40000000,219.70000000,711780.69100000,1656547199999,157422165.44550000,286457,364354.10800000,80612008.23830000,0
1656547200000,219.70000000,220.30000000,205.40000000,219.60000000,791526.89800000,1656633599999,168111073.72770000,312512,401490.66300000,85253514.22650000,0
1656633600000,219.60000000,226.80000000,213.50000000,216.90000000,816261.88500000,1656719999999,179748144.21870000,292502,426482.11900000,93850534.85840000,0
1656720000000,216.90000000,219.70000000,213.80000000,218.30000000,342712.09900000,1656806399999,74221672.51560000,171343,176393.79000000,38212489.30490000,0
1656806400000,218.40000000,220.10000000,213.90000000,219.20000000,361103.06500000,1656892799999,78551392.80710000,151738,187666.58000000,40820488.86400000,0
1656892800000,219.20000000,232.20000000,214.80000000,231.50000000,514662.94600000,1656979199999,115095649.76200000,210928,271546.95300000,60707607.76330000,0
1656979200000,231.60000000,236.60000000,222.90000000,230.80000000,684927.62100000,1657065599999,157531502.55750000,260306,327209.98100000,75214403.76690000,0
1657065600000,230.80000000,240.00000000,229.00000000,238.60000000,644951.71300000,1657151999999,152035811.01070000,246590,332247.79600000,78314880.86260000,0
1657152000000,238.60000000,243.80000000,230.00000000,241.40000000,488193.22500000,1657238399999,116889808.36600000,215455,243710.44900000,58374918.06350000,0
1657238400000,241.40000000,247.70000000,237.00000000,240.70000000,643936.03400000,1657324799999,155410733.43500000,250004,330125.78200000,79694194.87570000,0
1657324800000,240.70000000,245.00000000,240.40000000,243.30000000,267778.16500000,1657411199999,65028839.73070000,139755,143342.71000000,34815885.61530000,0
1657411200000,243.30000000,243.50000000,231.70000000,234.70000000,396712.23700000,1657497599999,93608353.66370000,163249,197805.72000000,46684945.21970000,0
1657497600000,234.70000000,235.00000000,225.10000000,225.60000000,419335.06700000,1657583999999,96787885.92100000,194203,204467.19600000,47197503.55140000,0
1657584000000,225.70000000,228.30000000,220.20000000,220.60000000,410220.06600000,1657670399999,92021837.15890000,179212,203288.70100000,45612940.62510000,0
1657670400000,220.60000000,231.30000000,216.40000000,230.50000000,714589.61000000,1657756799999,159664486.60010000,276741,365499.98500000,81707454.23510000,0
1657756800000,230.50000000,240.00000000,227.10000000,238.50000000,577524.87400000,1657843199999,134737102.36930000,238148,295097.43400000,68883474.59040000,0
1657843200000,238.60000000,242.70000000,235.40000000,238.50000000,446513.82200000,1657929599999,106441090.03600000,199251,233080.70200000,55567725.52870000,0
1657929600000,238.60000000,251.50000000,233.90000000,249.80000000,423399.99400000,1658015999999,103010813.27410000,212250,220960.65800000,53772155.53550000,0
1658016000000,249.80000000,256.10000000,246.40000000,247.80000000,436448.54700000,1658102399999,109732342.97230000,222746,222793.67700000,56021336.89210000,0
1658102400000,247.80000000,265.60000000,247.60000000,264.10000000,747067.02900000,1658188799999,193593760.80250000,328943,382392.94400000,99092025.31140000,0
1658188800000,264.10000000,274.80000000,255.80000000,268.60000000,946386.94000000,1658275199999,250265863.90800000,385068,486261.02700000,128667701.34760000,0
1658275200000,268.60000000,272.00000000,256.40000000,258.20000000,771496.80800000,1658361599999,205390008.96280000,327966,402550.85000000,107213788.22420000,0
1658361600000,258.30000000,266.00000000,250.70000000,265.60000000,545140.27200000,1658447999999,140726770.26120000,253381,267768.69300000,69149066.33080000,0
1658448000000,265.60000000,271.40000000,261.10000000,262.40000000,508542.31700000,1658534399999,135732971.37660000,239833,257841.08500000,68827786.30760000,0
1658534400000,262.50000000,272.60000000,252.70000000,259.20000000,488326.24700000,1658620799999,127285476.38530000,238809,254518.39200000,66334523.61890000,0
1658620800000,259.20000000,266.20000000,257.10000000,261.40000000,333902.61100000,1658707199999,87651122.84480000,182151,167953.90200000,44088808.88380000,0
1658707200000,261.40000000,262.70000000,243.80000000,244.60000000,458768.53300000,1658793599999,116542520.96780000,220899,218400.98400000,55534465.71930000,0
1658793600000,244.70000000,249.60000000,239.60000000,249.40000000,365533.64700000,1658879999999,88956040.51870000,194887,183348.93500000,44639465.98340000,0
1658880000000,249.50000000,272.00000000,247.50000000,271.60000000,656773.69500000,1658966399999,170925448.32810000,301321,337068.49800000,87678800.97170000,0
1658966400000,271.60000000,280.80000000,263.60000000,277.20000000,669832.40000000,1659052799999,182039983.11740000,332186,354243.82400000,96274862.09410000,0
1659052800000,277.20000000,302.00000000,274.80000000,293.60000000,1077799.22100000,1659139199999,311584621.67150000,509567,531209.65800000,153518901.10690000,0
1659139200000,293.60000000,300.20000000,285.10000000,287.80000000,683111.10300000,1659225599999,200155642.03770000,363041,334891.15100000,98140963.63080000,0
1659225600000,287.80000000,297.10000000,282.10000000,283.40000000,564727.27300000,1659311999999,164338264.50060000,280830,282605.30000000,82271494.67350000,0
1659312000000,283.50000000,290.50000000,277.90000000,283.20000000,493847.80400000,1659398399999,140529914.43580000,261018,241883.27300000,68838042.31900000,0
1659398400000,283.30000000,291.10000000,274.20000000,283.80000000,627814.08100000,1659484799999,176987241.03350000,306105,314870.80900000,88776883.45880000,0
1659484800000,283.80000000,305.70000000,278.20000000,297.50000000,685924.62000000,1659571199999,201744069.56990000,335122,340181.59100000,100033333.19580000,0
1659571200000,297.60000000,313.40000000,297.20000000,311.80000000,808604.15200000,1659657599999,246396755.54750000,399568,412768.59200000,125804089.70020000,0
1659657600000,311.90000000,321.50000000,308.10000000,315.90000000,641807.57300000,1659743999999,202413461.71600000,365140,323449.69000000,102013504.57900000,0
1659744000000,315.90000000,322.90000000,312.60000000,315.20000000,394288.53600000,1659830399999,124933875.74910000,231660,199268.63100000,63149678.31520000,0
1659830400000,315.30000000,325.90000000,308.20000000,322.80000000,415090.18300000,1659916799999,132021308.22090000,228765,214960.31100000,68400765.18520000,0
