,open_time,open,high,low,close,volume,close_time,qav,num_trades,taker_base_vol,taker_quote_vol,ignore,RSI,%K,%D,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,conversion_line,base_line,lead_span_A,lead_span_B,lagging_span,CCI
0,2020-01-01 00:00:00,0.19285,0.19454,0.19219,0.19429,8960017.2,1577858399999,1734314.536913,8362,5223681.7,1011522.595322,0,,,,,,,,,,,0.20662,
1,2020-01-01 06:00:00,0.19429,0.19526,0.19326,0.19358,7546815.1,1577879999999,1466012.013687,7494,4176050.4,811266.490565,0,,,,,,,,,,,0.2075,
2,2020-01-01 12:00:00,0.19358,0.19488,0.1935,0.19455,6011817.8,1577901599999,1167337.99393,7084,3294883.0,639789.294182,0,,,,,,,,,,,0.20646,
3,2020-01-01 18:00:00,0.19447,0.19465,0.19226,0.19305,7254372.5,1577923199999,1403769.059853,7343,3097981.7,599523.495343,0,,,,,,,,,,,0.2037,
4,2020-01-02 00:00:00,0.19304,0.19304,0.19045,0.19124,7301716.1,1577944799999,1399861.090101,7403,3609273.6,691997.702089,0,,,,,,,,,,,0.20156,
5,2020-01-02 06:00:00,0.19122,0.1923,0.19041,0.19142,7235378.4,1577966399999,1385036.504095,7339,3334468.0,638403.973992,0,,,,,,,,,,,0.20373,
6,2020-01-02 12:00:00,0.19135,0.19173,0.18508,0.18823,23949380.1,1577987999999,4519598.245218,14212,10724588.4,2024194.023931,0,,,,,,,,,,,0.20122,
7,2020-01-02 18:00:00,0.18824,0.18854,0.18671,0.1875,9425631.0,1578009599999,1768819.179754,8367,4526320.7,849486.795354,0,,,,,,,,,,,0.20531,
8,2020-01-03 00:00:00,0.1875,0.19185,0.1845,0.19134,25497244.1,1578031199999,4797147.467736,15340,12652486.2,2383011.731062,0,,,,,,,,,,,0.20764,
9,2020-01-03 06:00:00,0.19133,0.19377,0.18942,0.19286,19553857.2,1578052799999,3749463.460753,14051,10728433.5,2057317.906905,0,,,,,,,,,,,0.21284,
10,2020-01-03 12:00:00,0.19286,0.19395,0.19116,0.19327,16811526.2,1578074399999,3237493.23085,12774,8954559.0,1724837.023885,0,,,,,,,,,,,0.21049,
11,2020-01-03 18:00:00,0.19326,0.19348,0.1915,0.19338,8528151.8,1578095999999,1641563.134974,8309,3966104.4,763737.661938,0,,,,,,,,,,,0.20937,
12,2020-01-04 00:00:00,0.19331,0.19355,0.19197,0.19259,7456792.3,1578117599999,1436075.332889,7116,3633564.6,699680.314032,0,,,,,,,,,,,0.21633,
13,2020-01-04 06:00:00,0.19258,0.19363,0.19215,0.19287,8556324.4,1578139199999,1650861.036489,7559,4325704.3,834586.178721,0,,77.78810408921954,,,,,,,,,0.21121,40.16097812312793
14,2020-01-04 12:00:00,0.19282,0.1929,0.19172,0.19275,7579556.3,1578160799999,1457146.874221,6903,3859012.1,741893.819267,0,45.23514851485153,76.67286245353172,,,,,,,,,0.21424,27.29121877420256
15,2020-01-04 18:00:00,0.19278,0.1934,0.19119,0.19305,10646982.4,1578182399999,2047755.992393,8386,5303642.3,1020300.853695,0,46.30856822848612,82.36994219653181,78.94363624642769,,,,,,,,0.21304,37.45559384437368
16,2020-01-05 00:00:00,0.19305,0.1956,0.19288,0.19529,13782229.6,1578203999999,2681446.075621,10663,7590143.7,1476441.605718,0,53.61865363384894,97.20720720720715,85.41667061909023,,,,,,,,0.2129,126.74337123352682
17,2020-01-05 06:00:00,0.19532,0.19568,0.19324,0.19461,9395746.5,1578225599999,1824336.730233,8811,4681552.9,909277.809589,0,51.33375933729744,90.42933810375682,90.00216250249859,,,,,,,,0.21539,114.80097340517938
18,2020-01-05 12:00:00,0.19461,0.19722,0.19402,0.19697,19242032.5,1578247199999,3768206.257685,12962,8957099.4,1753556.095288,0,58.01997891647462,98.03459119496854,95.22371216864417,,,,,,,,0.21162,151.46777699217023
19,2020-01-05 18:00:00,0.19696,0.19703,0.19377,0.19453,11936469.1,1578268799999,2333361.411658,10410,5438880.9,1063346.757761,0,50.32205352485637,78.85220125786165,89.10537685219568,,,,0.19086,,,,0.21143,101.66379365383425
20,2020-01-06 00:00:00,0.19453,0.19756,0.19421,0.19679,19402178.0,1578290399999,3810210.028334,13664,10174463.7,1998654.935642,0,56.12816331173202,94.10413476263385,90.33030907182133,,,,0.19103,,,,0.211,129.0958605664487
21,2020-01-06 06:00:00,0.1968,0.21394,0.19645,0.21117,78708862.2,1578311999999,16331500.775635,46891,40462600.7,8395690.635407,0,75.63840021664188,90.59103260869567,87.84912287639706,,,,0.19922,,,,0.21134,342.36926457635195
22,2020-01-06 12:00:00,0.21117,0.22032,0.20981,0.21914,79632584.3,1578333599999,17135658.076834,41009,40222338.8,8662314.57692,0,80.74846316251208,96.18122977346282,93.62546571493078,,,,0.20240999999999998,,,,0.21653,302.8544949975928
23,2020-01-06 18:00:00,0.21911,0.22396,0.21748,0.2231,56413614.7,1578355199999,12433103.477586,32154,28538824.7,6290602.513072,0,82.69117980226044,97.3780487804878,94.71677038754876,,,,0.20423,,,,0.22159,216.0973079945649
24,2020-01-07 00:00:00,0.2231,0.2255,0.2135,0.21628,59246986.7,1578376799999,12988831.771328,30940,29000137.7,6364386.646391,0,69.65449727676352,73.1273681142524,88.89554888940101,,,,0.20500000000000002,,,,0.23931,135.60139705826356
25,2020-01-07 06:00:00,0.21632,0.218,0.21469,0.21493,27066872.1,1578398399999,5853582.33927,16783,13095638.8,2832517.549962,0,67.38966888365835,69.19265520256486,79.89935736576837,,,,0.20500000000000002,,,,0.23464,93.25774126732415
26,2020-01-07 12:00:00,0.21486,0.21512,0.20702,0.2118,65398308.2,1578419999999,13771568.226591,37108,31144049.7,6557367.686468,0,62.32939198954326,60.0699504517633,67.46332458952686,,,,0.20500000000000002,,,,0.22901,52.88376476445746
27,2020-01-07 18:00:00,0.21179,0.21868,0.21113,0.21335,54737413.6,1578441599999,11737721.538673,32075,27312446.7,5857359.28604,0,63.77984385668388,64.58758379481202,64.61672981638006,,,,0.20500000000000002,,,,0.23539,62.567291627993455
28,2020-01-08 00:00:00,0.21334,0.21836,0.21164,0.21415,43980431.6,1578463199999,9428959.32847,26891,21493100.7,4608324.980969,0,64.53876648513858,66.91926552025649,63.8589332556106,,,,0.20746,,,,0.23642,56.55405405405395
29,2020-01-08 06:00:00,0.21413,0.21531,0.21138,0.21219,22203041.8,1578484799999,4727298.478053,15842,11189195.8,2381978.944195,0,61.15773404515112,59.19681177191903,63.56788702899584,,,,0.20833000000000002,,,,0.23367,38.08102431131367
30,2020-01-08 12:00:00,0.21218,0.21721,0.20423,0.20662,56593149.4,1578506399999,11941139.888048,33901,27509213.5,5804067.029224,0,52.70722894272689,41.47551146931184,55.863862920495784,,,,0.208345,,,,0.22702,4.174228414353338
31,2020-01-08 18:00:00,0.20668,0.20859,0.20311,0.2075,26085178.5,1578527999999,5375067.840775,17473,12759873.4,2628608.424663,0,53.793520302289544,43.27135203277652,47.981225091335794,,,,0.208345,,,,0.22765,-32.20372651066711
32,2020-01-09 00:00:00,0.2075,0.20877,0.20564,0.20646,13666664.7,1578549599999,2828553.164778,11096,6022585.1,1246394.591915,0,52.265592641401746,39.99369681689254,41.58018677299363,,,,0.208345,,,,0.22841,-39.476527429050066
33,2020-01-09 06:00:00,0.20645,0.20662,0.20318,0.2037,17807429.1,1578571199999,3648238.517234,13117,8451513.7,1730993.601643,0,48.34138196350587,30.329178651326284,37.86474250033178,0.004320186284524574,-0.0016912043336957984,0.006011390618220373,0.208345,,,,0.229,-85.44329770885777
34,2020-01-09 12:00:00,0.20368,0.2054,0.20126,0.20156,20170918.8,1578592799999,4102935.620635,15126,9544100.3,1941437.356361,0,45.489466462731876,17.590361445783053,29.304412304667284,0.003554963143658746,-0.001965141979649301,0.005520105123308047,0.208345,,,,0.23535,-125.93267527208246
35,2020-01-09 18:00:00,0.20163,0.20615,0.20126,0.20373,23847127.9,1578614399999,4851318.287116,16582,12160115.1,2473320.377123,0,48.788706980845305,10.189768976897685,19.36976969133567,0.003088022356442982,-0.0019456662134920517,0.005033688569935034,0.20919,,,,0.23465,-103.17834303024472
36,2020-01-10 00:00:00,0.20375,0.2048,0.20026,0.20122,21620942.4,1578635999999,4363684.184632,14612,10650315.0,2149489.025802,0,45.368249193045706,3.803486529318605,10.52787231733311,0.0024867664991492233,-0.002037537656628648,0.004524304155777871,0.20937,,,,0.23845,-104.98411257376314
37,2020-01-10 06:00:00,0.20119,0.20553,0.20023,0.20531,28041578.0,1578657599999,5681989.859465,18684,14202329.7,2876885.632139,0,51.35311274104386,20.102888800949735,11.365381435722005,0.002313625682190845,-0.0017685427788696213,0.0040821684610604664,0.20963500000000002,,,,0.23921,-75.15893962784043
38,2020-01-10 12:00:00,0.2053,0.20998,0.20404,0.20764,59828403.2,1578679199999,12426016.875382,35192,31107820.9,6462597.58094,0,54.416712815365706,40.16260162601621,21.35632565209485,0.0023374768862013673,-0.0013957532598872792,0.0037332301460886465,0.20963500000000002,,,,0.23441,-17.097999187822012
39,2020-01-10 18:00:00,0.20769,0.21318,0.20763,0.21284,35732257.9,1578700799999,7505402.033372,22752,17807046.7,3738954.563134,0,60.40915547140686,68.34688346883466,42.8707912986002,0.0027443406285320993,-0.000791111614045238,0.0035354522425773372,0.209855,,,,0.23677,58.09430564117477
40,2020-01-11 00:00:00,0.21277,0.21492,0.20931,0.21049,25267484.6,1578722399999,5366780.68455,19222,12759902.0,2710361.082102,0,56.77656403449942,55.60975609756102,54.706413730803966,0.002844369593280882,-0.0005528661194371641,0.0033972357127180462,0.21097500000000002,,,,0.24371,63.74115073498439
41,2020-01-11 06:00:00,0.21049,0.2129,0.20852,0.20937,13544865.8,1578743999999,2854812.758807,13401,6476853.7,1364945.067278,0,55.076691038986105,50.41367898510759,58.12343951716775,0.002800980667163472,-0.00047700403644365934,0.003277984703607131,0.212865,,,,0.24357,50.28504691397109
42,2020-01-11 12:00:00,0.2093,0.21846,0.20895,0.21633,39428718.6,1578765599999,8478054.064445,25484,19740270.9,4247649.724551,0,62.57531279469697,88.31596269884808,64.77979926050556,0.0032902801618901467,9.836366626412435e-06,0.0032804437952637343,0.212865,,,,0.24813,134.65067323350644
43,2020-01-11 18:00:00,0.21636,0.21994,0.21022,0.21121,40996663.2,1578787199999,8832924.731213,27293,17901504.6,3856643.015627,0,55.266942358017005,55.70776255707769,64.81246808034446,0.0032277053482213935,-4.2190757633872415e-05,0.003269896105855266,0.212865,,,,0.2336,115.83057448880317
44,2020-01-12 00:00:00,0.21121,0.21524,0.20941,0.21424,16417374.3,1578808799999,3493168.238675,12809,8179928.3,1740945.361984,0,58.36595588506379,71.08066971080679,71.70146498891084,0.003383605931834538,9.096786078341759e-05,0.0032926380710511204,0.210085,,,,0.23363,87.73152305353034
45,2020-01-12 06:00:00,0.21424,0.21713,0.21183,0.21304,19402034.6,1578830399999,4158959.448501,12366,9855153.2,2112792.698821,0,56.69089161218549,64.99238964992395,63.926940639269475,0.003371464156239873,6.306086815100181e-05,0.003308403288088871,0.210085,,,,0.23558,88.96879712330383
46,2020-01-12 12:00:00,0.21306,0.21632,0.21225,0.2129,23249326.5,1578851999999,4985064.334069,16708,12061655.4,2586203.76963,0,56.48720923031587,64.28209030948763,66.78504989007278,0.0033123620339792215,3.1669967122801776e-06,0.0033091950372669413,0.210085,,,,0.23263,74.55922581869403
47,2020-01-12 18:00:00,0.21313,0.2154,0.21225,0.21539,11642979.0,1578873599999,2486108.61601,8831,6432426.4,1373949.079465,0,59.28883246083545,76.91527143581939,68.72991713174366,0.0034269417155814996,9.41973426516465e-05,0.003332744372929853,0.210085,,,,0.22916,74.22282546483315
48,2020-01-13 00:00:00,0.21536,0.2156,0.21112,0.21162,14182555.3,1578895199999,3016292.55246,11267,6828832.3,1453097.804217,0,53.65587162014531,57.78792491121263,66.32842888550654,0.0031769179138102788,-0.0001246611672956594,0.003301579081105938,0.210085,,,,0.23231,43.50566670448707
49,2020-01-13 06:00:00,0.21162,0.21346,0.21034,0.21143,17970853.5,1578916799999,3806315.667034,12307,8520958.8,1805150.810828,0,53.380610858390135,56.8239472349062,63.842381193979406,0.0029296694319233263,-0.0002975277193460893,0.0032271971512694156,0.210085,,,,0.23314,16.577961306109554
50,2020-01-13 12:00:00,0.21151,0.21216,0.2096,0.211,11622815.2,1578938399999,2452817.149776,7477,5391619.8,1137711.265582,0,52.72141623086319,54.64231354642313,56.41806189751399,0.0026682676933289795,-0.0004471435663523488,0.0031154112596813283,0.210085,,,,0.23715,-22.385537558984556
51,2020-01-13 18:00:00,0.21101,0.21277,0.21057,0.21134,7182932.8,1578959999999,1520156.30754,7987,3888355.7,823069.380931,0,53.213395488204576,45.9119496855346,52.45940348895465,0.002460180659463601,-0.0005241844801741817,0.0029843651396377828,0.210085,,,,0.23662,-27.356181150550963
