1661990400000,0.32760000,0.33340000,0.32150000,0.33310000,183564987.00000000,1662076799999,59848811.89490000,113186,98551814.00000000,32119453.52260000,0
1662076800000,0.33320000,0.33550000,0.32530000,0.33140000,179601436.00000000,1662163199999,59352103.37020000,104285,93724081.00000000,30979579.14390000,0
1662163200000,0.33150000,0.33500000,0.32650000,0.32970000,103317904.00000000,1662249599999,34043843.12170000,63442,49306559.00000000,16251627.51290000,0
1662249600000,0.32960000,0.33280000,0.32750000,0.33170000,95913393.00000000,1662335999999,31682221.18520000,58005,46703199.00000000,15427508.10570000,0
1662336000000,0.33180000,0.33380000,0.32250000,0.33290000,178320876.00000000,1662422399999,58525355.80910000,91431,94181774.00000000,30902887.54620000,0
1662422400000,0.33290000,0.34310000,0.31540000,0.32120000,337153895.00000000,1662508799999,111776654.51370000,191387,157130772.00000000,52124443.60110000,0
1662508800000,0.32120000,0.33860000,0.31200000,0.33690000,267709589.00000000,1662595199999,86968475.70500000,141016,125965451.00000000,40930316.77490000,0
1662595200000,0.33690000,0.34340000,0.32820000,0.33960000,234589959.00000000,1662681599999,78333843.99860000,136630,116415824.00000000,38867163.73400000,0
1662681600000,0.33960000,0.35970000,0.33940000,0.35680000,334849027.00000000,1662767999999,117071573.76530000,187293,182474750.00000000,63800492.14730000,0
1662768000000,0.35680000,0.36220000,0.35140000,0.35730000,186010258.00000000,1662854399999,66220220.81860000,116583,90629836.00000000,32272133.27090000,0
1662854400000,0.35740000,0.36040000,0.34850000,0.35520000,146159090.00000000,1662940799999,51919619.53780000,86088,73913953.00000000,26256792.26560000,0
1662940800000,0.35510000,0.36020000,0.34780000,0.35980000,243143764.00000000,1663027199999,86092131.72740000,132001,131431520.00000000,46537733.46690000,0
1663027200000,0.35980000,0.36030000,0.33080000,0.33260000,364278378.00000000,1663113599999,125815020.31020000,198832,173399591.00000000,59938366.66610000,0
1663113600000,0.33260000,0.34420000,0.33120000,0.34150000,308604961.00000000,1663199999999,103931939.65450000,168172,156806911.00000000,52801586.04760000,0
1663200000000,0.34150000,0.34290000,0.32410000,0.32610000,406236125.00000000,1663286399999,135422916.20150000,181640,173358934.00000000,57778845.02240000,0
1663286400000,0.32610000,0.35810000,0.32160000,0.35520000,370003740.00000000,1663372799999,124260288.71890000,162183,186885609.00000000,62763820.57220000,0
1663372800000,0.35520000,0.38100000,0.34640000,0.37620000,443007880.00000000,1663459199999,162050300.78600000,247164,214475018.00000000,78430812.52170000,0
1663459200000,0.37620000,0.39810000,0.35560000,0.35760000,680858418.00000000,1663545599999,258614760.40640000,444651,333280981.00000000,126660538.59150000,0
1663545600000,0.35780000,0.39320000,0.34010000,0.38480000,737172977.00000000,1663631999999,265844871.89510000,451339,377962935.00000000,136230291.84080000,0
1663632000000,0.38470000,0.42420000,0.37040000,0.41400000,1113792429.00000000,1663718399999,442009185.26860000,628936,522955801.00000000,207498980.50960000,0
1663718400000,0.41390000,0.43400000,0.38000000,0.39360000,925735817.00000000,1663804799999,372966189.37860000,643141,434816448.00000000,175240457.97470000,0
1663804800000,0.39360000,0.50000000,0.39330000,0.48620000,1322834928.00000000,1663891199999,590174749.67290000,791009,629956605.00000000,281191324.55250000,0
1663891200000,0.48610000,0.55900000,0.45640000,0.50690000,1820625745.00000000,1663977599999,917768864.50430000,1330406,898615314.00000000,453130948.39040000,0
1663977600000,0.50690000,0.51950000,0.47170000,0.48780000,711158721.00000000,1664063999999,352715614.32050000,593855,353473531.00000000,175360287.61900000,0
1664064000000,0.48790000,0.52150000,0.47570000,0.49170000,738162563.00000000,1664150399999,366984733.48150000,573784,368900786.00000000,183394000.83270000,0
1664150400000,0.49160000,0.50200000,0.45760000,0.46830000,626520230.00000000,1664236799999,296847521.53900000,415486,312958187.00000000,148308701.44990000,0
1664236800000,0.46820000,0.48820000,0.43500000,0.44570000,628394011.00000000,1664323199999,292038620.55160000,410125,296354526.00000000,137912021.96690000,0
1664323200000,0.44580000,0.45580000,0.41680000,0.44890000,595920283.00000000,1664409599999,257517246.63340000,367581,278932240.00000000,120552174.81550000,0
1664409600000,0.44910000,0.51090000,0.42660000,0.48770000,788666701.00000000,1664495999999,365979762.78790000,516418,375407350.00000000,174557632.36490000,0
1664496000000,0.48760000,0.49920000,0.46670000,0.47990000,683028303.00000000,1664582399999,330105163.39810000,499348,344908814.00000000,166690857.28640000,0
