date,sentiment,neutral_count,positive_count,negative_count,weighted_avg
2021-06-21,1,1,18,6,0.48
2021-06-22,1,0,17,8,0.36
2021-06-23,1,0,18,7,0.44
2021-06-24,1,0,19,6,0.52
2021-06-25,1,0,19,6,0.52
2021-06-26,1,0,19,6,0.52
2021-06-27,1,1,21,3,0.72
2021-06-28,1,0,19,6,0.52
2021-06-29,1,0,23,2,0.84
2021-06-30,1,0,21,4,0.68
2021-07-01,1,0,19,6,0.52
2021-07-02,1,1,21,3,0.72
2021-07-03,1,1,21,3,0.72
2021-07-04,1,1,19,5,0.56
2021-07-05,1,4,14,7,0.28
2021-07-06,1,0,20,5,0.6
2021-07-07,1,1,17,7,0.4
2021-07-08,1,0,17,8,0.36
2021-07-11,1,0,13,12,0.04
2021-11-28,1,0,19,6,0.52
2021-11-29,1,0,20,5,0.6
2021-11-30,1,0,18,7,0.44
2021-12-01,1,0,18,7,0.44
2021-12-02,1,0,19,6,0.52
2021-12-03,1,3,15,7,0.32
2021-12-04,1,1,20,4,0.64
2021-12-05,1,1,19,5,0.56
2021-12-06,1,0,19,6,0.52
2021-12-07,1,0,19,6,0.52
2021-12-08,1,0,18,7,0.44
2021-12-09,1,0,17,4,0.6190476190476191
2021-12-14,1,3,14,8,0.24
2021-12-15,1,0,19,6,0.52
2021-12-18,1,0,23,2,0.84
2021-12-19,1,2,20,3,0.68
2021-12-20,1,0,17,8,0.36
2021-12-21,1,0,19,4,0.6521739130434783
2021-12-22,1,0,18,7,0.44
2021-12-23,1,0,18,7,0.44
2021-12-24,1,0,14,5,0.47368421052631576
2021-12-25,1,1,17,7,0.4
2021-12-26,1,1,22,1,0.875
2021-12-27,1,0,20,5,0.6
2021-12-28,1,2,17,6,0.44
2021-12-29,1,2,16,7,0.36
2021-12-30,1,0,22,3,0.76
2021-12-31,1,0,19,6,0.52
2022-01-01,1,0,22,3,0.76
2022-01-02,1,0,18,7,0.44
2022-01-03,1,0,20,5,0.6
2022-01-09,1,0,22,3,0.76
2022-01-10,1,1,13,5,0.42105263157894735
2022-01-11,1,0,22,3,0.76
2022-01-12,1,0,21,4,0.68
2022-01-14,1,1,20,3,0.7083333333333334
2022-01-18,1,0,9,7,0.125
2022-01-19,1,0,18,4,0.6363636363636364
2022-01-20,1,0,18,7,0.44
2022-01-21,1,0,19,6,0.52
2022-01-22,1,0,19,6,0.52
2022-01-31,1,0,21,4,0.68
2022-02-01,1,1,20,4,0.64
2022-02-02,1,0,21,4,0.68
2022-02-03,1,1,20,4,0.64
2022-02-04,1,1,20,2,0.782608695652174
2022-02-08,1,0,22,3,0.76
