date,sentiment,neutral_count,positive_count,negative_count,weighted_avg
2022-02-19,1,0,16,9,0.28
2022-02-20,1,0,19,6,0.52
2022-02-22,1,0,20,5,0.6
2022-02-23,1,0,20,5,0.6
2022-02-24,1,0,16,9,0.28
2022-02-25,1,0,15,10,0.2
2022-02-26,1,0,18,7,0.44
2022-02-27,1,0,19,6,0.52
2022-02-28,1,0,16,9,0.28
2022-03-01,1,0,16,9,0.28
2022-03-02,1,0,15,10,0.2
2022-03-03,1,0,17,8,0.36
2022-03-04,1,0,17,8,0.36
2022-03-05,1,0,15,10,0.2
2022-03-06,2,0,12,13,-0.04
2022-03-07,1,0,19,6,0.52
2022-03-08,1,0,16,9,0.28
2022-03-09,1,0,19,6,0.52
2022-03-10,1,0,17,8,0.36
2022-03-11,1,0,17,8,0.36
2022-03-12,1,0,17,8,0.36
2022-03-13,1,0,18,7,0.44
2022-03-14,1,0,15,10,0.2
2022-03-15,1,0,16,9,0.28
2022-03-16,1,0,16,9,0.28
2022-03-17,1,0,13,12,0.04
2022-03-18,1,0,19,6,0.52
2022-03-19,1,0,19,6,0.52
2022-03-20,1,0,14,11,0.12
2022-03-21,1,0,21,4,0.68
2022-03-22,1,0,15,10,0.2
2022-03-23,2,0,12,13,-0.04
2022-03-24,2,0,12,13,-0.04
2022-03-25,1,0,20,5,0.6
2022-03-26,1,0,13,12,0.04
2022-03-27,1,0,16,9,0.28
2022-03-28,1,0,19,6,0.52
2022-03-30,1,0,16,9,0.28
2022-03-31,1,0,13,12,0.04
2022-04-01,1,0,20,5,0.6
2022-04-02,1,0,20,5,0.6
2022-04-03,1,0,20,5,0.6
2022-04-04,1,0,14,11,0.12
2022-04-05,1,0,19,6,0.52
2022-04-06,1,0,16,9,0.28
2022-04-07,1,0,19,6,0.52
2022-04-08,1,0,18,7,0.44
2022-04-09,1,0,18,7,0.44
2022-04-10,1,0,15,10,0.2
2022-04-11,1,0,19,6,0.52
2022-04-12,1,0,16,9,0.28
2022-04-13,1,0,16,9,0.28
2022-04-14,1,0,15,10,0.2
2022-04-25,1,0,13,12,0.04
2022-04-26,1,0,13,12,0.04
2022-04-27,1,0,16,9,0.28
2022-05-04,1,0,17,8,0.36
2022-05-05,1,0,18,7,0.44
2022-05-06,1,0,18,7,0.44
2022-05-07,1,0,15,10,0.2
2022-05-08,1,0,19,6,0.52
2022-05-09,1,0,17,8,0.36
2022-05-10,1,0,20,5,0.6
2022-05-11,1,0,17,8,0.36
2022-05-12,1,0,18,7,0.44
2022-05-13,1,0,19,6,0.52
2022-05-18,1,0,18,7,0.44
2022-05-19,1,0,17,8,0.36
2022-05-21,1,0,14,11,0.12
2022-05-22,1,0,17,8,0.36
2022-05-23,1,0,18,7,0.44
2022-05-24,1,0,21,4,0.68
2022-05-25,1,0,17,8,0.36
2022-06-22,1,0,23,2,0.84
2022-06-23,1,0,13,12,0.04
2022-06-24,1,0,16,9,0.28
2022-06-28,2,0,11,14,-0.12
2022-06-29,2,0,12,13,-0.04
2022-06-30,1,0,14,11,0.12
