date,sentiment,neutral_count,positive_count,negative_count,weighted_avg
2023-02-13,1,2,14,9,0.2
2023-02-14,1,3,14,8,0.24
2023-02-15,1,4,12,9,0.12
2023-02-16,2,3,8,14,-0.24
2023-02-20,1,2,12,11,0.04
2023-02-21,1,4,15,6,0.36
2023-02-22,1,0,17,8,0.36
2023-02-23,2,3,10,12,-0.08
2023-02-24,1,5,12,8,0.16
2023-02-25,2,4,10,11,-0.04
2023-02-26,1,0,15,10,0.2
2023-02-27,1,2,12,11,0.04
2023-02-28,1,2,13,10,0.12
2023-03-01,2,0,11,14,-0.12
2023-03-02,1,2,12,11,0.04
2023-03-03,1,2,14,9,0.2
2023-03-04,1,4,11,10,0.04
2023-03-05,1,3,14,8,0.24
2023-03-06,1,5,13,7,0.24
2023-03-07,1,3,13,9,0.16
2023-03-08,0,1,12,12,0.0
2023-03-10,2,2,11,12,-0.04
2023-03-11,0,5,10,10,0.0
2023-03-14,1,0,13,12,0.04
2023-03-15,2,1,8,16,-0.32
2023-03-16,2,5,9,11,-0.08
2023-03-20,1,2,14,9,0.2
2023-03-21,2,3,9,13,-0.16
2023-03-22,1,8,10,7,0.12
2023-03-23,2,5,9,11,-0.08
2023-03-24,1,3,12,10,0.08
2023-03-25,1,2,17,6,0.44
2023-03-31,2,2,9,14,-0.2
2023-04-01,2,2,8,15,-0.28
2023-04-02,0,3,11,11,0.0
2023-04-09,1,2,12,11,0.04
2023-04-10,1,5,13,7,0.24
2023-04-11,1,3,12,10,0.08
2023-04-12,1,4,11,10,0.04
2023-04-14,1,6,10,9,0.04
2023-04-15,1,0,15,10,0.2
2023-04-16,1,4,14,7,0.28
2023-04-17,1,3,12,10,0.08
2023-04-18,1,2,12,11,0.04
2023-04-19,1,2,16,7,0.36
2023-04-20,1,2,16,7,0.36
2023-04-21,1,1,16,8,0.32
2023-04-22,1,4,13,8,0.2
2023-04-23,1,4,14,7,0.28
2023-04-24,2,5,9,11,-0.08
2023-04-25,1,2,15,8,0.28
2023-04-26,1,4,13,8,0.2
2023-04-27,1,1,15,9,0.24
2023-04-28,1,3,15,7,0.32
2023-04-29,2,1,9,15,-0.24
2023-04-30,1,1,16,8,0.32
2023-05-01,1,5,12,8,0.16
2023-05-04,2,3,9,13,-0.16
2023-05-05,1,5,12,8,0.16
2023-05-06,1,2,18,5,0.52
2023-05-07,2,5,9,11,-0.08
2023-05-08,1,5,13,7,0.24
2023-05-09,2,4,10,11,-0.04
2023-05-11,0,1,12,12,0.0
2023-05-12,1,1,18,6,0.48
2023-05-13,1,2,14,9,0.2
2023-05-14,1,2,16,7,0.36
2023-05-15,1,5,12,8,0.16
2023-05-16,1,2,17,6,0.44
2023-05-17,2,3,9,13,-0.16
2023-05-18,1,3,17,5,0.48
2023-05-19,2,1,11,13,-0.08
2023-05-20,1,0,13,12,0.04
2023-05-21,1,6,11,8,0.12
2023-05-24,1,1,13,11,0.08
2023-05-25,1,3,14,8,0.24
2023-05-26,1,3,12,10,0.08
2023-05-27,2,4,7,14,-0.28
2023-06-06,1,2,12,8,0.18181818181818200
2023-06-07,1,1,15,9,0.24
2023-06-09,2,4,8,13,-0.2
2023-06-10,2,8,5,12,-0.28
2023-06-11,1,2,14,9,0.2
2023-06-12,2,0,12,13,-0.04
