date,sentiment,neutral_count,positive_count,negative_count,weighted_avg
2022-03-11,2,0,0,25,-1.0
2022-03-12,2,0,1,24,-0.92
2022-03-13,2,0,0,25,-1.0
2022-03-14,2,0,1,24,-0.92
2022-03-15,2,0,2,23,-0.84
2022-03-16,2,0,2,23,-0.84
2022-03-17,2,0,0,25,-1.0
2022-03-18,2,0,1,24,-0.92
2022-03-19,2,0,0,25,-1.0
2022-03-20,2,0,0,25,-1.0
2022-03-21,2,0,0,25,-1.0
2022-03-22,2,0,0,25,-1.0
2022-03-23,2,0,1,24,-0.92
2022-03-24,2,0,1,24,-0.92
2022-03-25,2,0,1,24,-0.92
2022-03-26,2,0,0,25,-1.0
2022-03-27,2,0,1,24,-0.92
2022-03-28,2,0,1,24,-0.92
2022-03-29,2,0,0,25,-1.0
2022-03-30,2,0,0,25,-1.0
2022-03-31,2,0,2,23,-0.84
2022-04-01,2,0,3,22,-0.76
2022-04-02,2,0,0,25,-1.0
2022-04-03,2,0,5,20,-0.6
2022-04-04,2,0,0,25,-1.0
2022-04-05,2,0,3,22,-0.76
2022-04-06,2,0,0,25,-1.0
2022-04-07,2,0,3,22,-0.76
2022-04-08,2,0,0,25,-1.0
2022-04-09,2,0,2,23,-0.84
2022-04-10,2,0,0,25,-1.0
2022-04-11,2,0,1,24,-0.92
2022-04-12,2,0,1,24,-0.92
2022-04-13,2,0,0,25,-1.0
2022-04-14,2,0,1,24,-0.92
2022-04-25,2,0,1,24,-0.92
2022-04-26,2,0,0,25,-1.0
2022-04-27,2,0,2,23,-0.84
2022-05-04,2,0,2,23,-0.84
2022-05-05,2,0,1,24,-0.92
2022-05-06,2,1,0,24,-0.96
2022-05-07,2,0,0,25,-1.0
2022-05-08,2,0,2,23,-0.84
2022-05-09,2,0,0,25,-1.0
2022-05-10,2,0,1,24,-0.92
2022-05-11,2,0,3,22,-0.76
2022-05-12,2,0,0,25,-1.0
2022-05-13,2,0,0,25,-1.0
2022-05-18,2,0,2,23,-0.84
2022-05-19,2,0,0,25,-1.0
2022-05-21,2,0,0,25,-1.0
2022-05-22,2,0,2,23,-0.84
2022-05-23,2,0,1,24,-0.92
2022-05-24,2,0,1,24,-0.92
2022-05-25,2,0,0,25,-1.0
2022-06-22,2,0,1,24,-0.92
2022-06-23,2,0,1,24,-0.92
2022-06-24,2,0,2,23,-0.84
2022-06-28,2,0,0,25,-1.0
2022-06-29,2,0,0,25,-1.0
2022-06-30,2,0,0,25,-1.0
2022-07-01,1,1,24,0,0.96
2022-07-02,1,0,25,0,1.0
2022-07-03,1,0,25,0,1.0
2022-07-04,1,0,25,0,1.0
2022-07-07,1,0,25,0,1.0
2022-07-14,1,0,25,0,1.0
2022-07-23,1,0,25,0,1.0
2022-07-24,1,0,25,0,1.0
2022-07-25,1,0,24,1,0.92
2022-07-26,1,0,25,0,1.0
2022-07-27,1,0,24,1,0.92
2022-07-28,1,0,24,1,0.92
2022-07-29,1,0,25,0,1.0
2022-07-30,1,0,25,0,1.0
2022-07-31,1,0,25,0,1.0
2022-08-01,1,0,25,0,1.0
2022-08-02,1,0,25,0,1.0
2022-08-03,1,0,25,0,1.0
2022-08-04,1,0,25,0,1.0
2022-08-05,1,0,25,0,1.0
2022-08-06,1,0,25,0,1.0
2022-08-07,1,1,24,0,0.96
2022-08-08,1,0,25,0,1.0
2022-08-09,1,0,25,0,1.0
2022-08-10,1,0,25,0,1.0
2022-08-11,1,0,25,0,1.0
2022-08-12,1,0,25,0,1.0
2022-08-13,1,0,24,1,0.92
2022-08-14,1,0,25,0,1.0
2022-08-17,1,1,24,0,0.96
2022-08-18,1,0,25,0,1.0
2022-08-19,1,1,24,0,0.96
2022-08-20,1,1,24,0,0.96
2022-08-21,1,0,25,0,1.0
2022-08-22,1,1,24,0,0.96
2022-09-23,1,0,25,0,1.0
2022-09-24,1,1,24,0,0.96
2022-09-25,1,0,25,0,1.0
2022-09-26,1,0,25,0,1.0
2022-09-27,1,0,25,0,1.0
2022-09-28,1,0,25,0,1.0
2022-09-29,1,0,24,1,0.92
2022-09-30,1,1,24,0,0.96
2022-10-01,1,0,25,0,1.0
2022-10-02,1,0,25,0,1.0
2022-10-03,1,0,25,0,1.0
2022-10-04,1,0,25,0,1.0
2022-10-05,1,0,25,0,1.0
2022-10-06,1,1,24,0,0.96
2022-10-07,1,0,25,0,1.0
2022-10-08,1,0,25,0,1.0
2022-10-11,1,0,25,0,1.0
2022-10-12,1,0,25,0,1.0
2022-10-13,1,0,25,0,1.0
2022-10-14,1,0,25,0,1.0
2022-10-15,1,1,24,0,0.96
2022-10-16,1,0,24,1,0.92
2022-10-17,1,0,25,0,1.0
2022-10-18,1,0,25,0,1.0
2022-10-19,1,0,24,1,0.92
2022-10-20,1,0,25,0,1.0
2022-10-21,1,0,25,0,1.0
2022-10-22,1,0,25,0,1.0
2022-10-23,1,0,25,0,1.0
2022-10-24,1,0,25,0,1.0
2022-10-25,1,0,25,0,1.0
2022-10-26,1,0,25,0,1.0
2022-10-30,1,0,25,0,1.0
2022-10-31,1,1,24,0,0.96
2022-11-02,1,5,14,6,0.32
2022-11-03,1,3,14,8,0.24
2022-11-04,1,1,15,9,0.24
2022-11-05,2,2,8,15,-0.28
2022-11-06,1,0,19,6,0.52
2022-11-08,2,7,8,10,-0.08
2022-11-09,2,8,8,9,-0.04
2022-11-10,1,7,13,5,0.32
2022-11-11,2,5,9,11,-0.08
2022-11-12,1,3,14,8,0.24
2022-11-13,1,7,13,5,0.32
2022-11-14,2,3,10,12,-0.08
2022-11-15,1,6,12,7,0.2
2022-11-17,1,4,12,9,0.12
2022-11-18,1,6,10,9,0.04
2022-11-19,2,2,7,16,-0.36
2022-11-20,1,8,15,2,0.52
2022-11-21,1,8,13,4,0.36
2022-11-22,1,1,16,8,0.32
2022-11-26,1,3,12,10,0.08
2022-11-27,1,4,12,9,0.12
2022-11-28,1,4,12,9,0.12
2022-11-30,2,4,10,11,-0.04
2022-12-01,1,7,13,5,0.32
2022-12-06,1,3,12,10,0.08
2022-12-07,1,4,12,9,0.12
2022-12-08,0,5,10,10,0.0
2022-12-09,2,7,6,12,-0.24
2022-12-10,1,4,14,7,0.28
2022-12-11,1,6,13,6,0.28
2022-12-12,1,3,15,7,0.32
2022-12-13,1,3,13,9,0.16
2022-12-14,1,3,16,6,0.4
2022-12-15,1,6,13,6,0.28
2022-12-16,1,6,10,9,0.04
2022-12-17,1,2,13,10,0.12
2022-12-18,1,0,13,12,0.04
2022-12-19,1,7,11,7,0.16
2022-12-20,1,2,17,6,0.44
2022-12-21,0,1,12,12,0.0
2022-12-22,1,3,16,6,0.4
2022-12-23,1,0,19,6,0.52
2022-12-24,1,4,18,3,0.6
2022-12-28,1,3,13,9,0.16
2022-12-29,2,4,10,11,-0.04
2022-12-30,2,0,11,14,-0.12
2022-12-31,1,3,18,4,0.56
2023-01-01,1,1,14,10,0.16
2023-01-02,0,1,12,12,0.0
2023-01-03,2,2,10,13,-0.12
2023-01-04,1,1,17,7,0.4
2023-01-05,2,2,11,12,-0.04
2023-01-06,1,2,12,11,0.04
2023-01-07,1,1,13,11,0.08
2023-01-08,1,1,14,10,0.16
2023-01-09,1,5,9,5,0.21052631578947400
2023-01-10,1,1,15,9,0.24
2023-01-11,1,1,14,10,0.16
2023-01-12,0,3,11,11,0.0
2023-01-13,1,2,16,7,0.36
2023-01-14,1,2,17,6,0.44
2023-01-15,2,5,8,12,-0.16
2023-01-16,2,1,11,13,-0.08
2023-01-17,2,2,11,12,-0.04
2023-01-18,1,2,15,8,0.28
2023-01-19,2,5,9,11,-0.08
2023-01-20,1,4,17,4,0.52
2023-01-21,2,6,9,10,-0.04
2023-01-22,1,0,15,10,0.2
2023-01-23,1,2,14,9,0.2
2023-01-24,1,2,13,10,0.12
2023-01-25,2,2,10,13,-0.12
2023-01-26,1,2,13,10,0.12
2023-01-27,1,3,16,6,0.4
2023-01-28,1,2,17,6,0.44
2023-01-29,1,1,14,10,0.16
2023-01-30,1,1,13,11,0.08
2023-01-31,2,1,11,13,-0.08
2023-02-01,2,2,10,13,-0.12
2023-02-02,2,3,8,14,-0.24
2023-02-03,1,4,11,10,0.04
2023-02-04,1,1,15,9,0.24
2023-02-05,0,3,11,11,0.0
2023-02-06,2,2,11,12,-0.04
2023-02-07,2,4,10,11,-0.04
2023-02-08,2,1,11,13,-0.08
2023-02-09,0,9,9,7,0.08
2023-02-10,2,5,9,11,-0.08
2023-02-11,1,1,15,9,0.24
2023-02-12,0,1,12,12,0.0
